appid,categories
1136380,Steam Achievements
1136380,Steam Cloud
1136380,Stats
1136390,Single-player
1136420,Single-player
1136420,Steam Achievements
1136420,Partial Controller Support
1136420,Steam Cloud
1136420,Steam Leaderboards
1136440,Single-player
1136440,Steam Achievements
1136440,Steam Leaderboards
1136470,Single-player
1136470,Steam Achievements
1136680,Single-player
1136680,Steam Achievements
1136690,Single-player
1136690,Steam Achievements
1136690,Steam Cloud
1136690,Stats
1136760,Single-player
1136770,Single-player
1136770,Steam Achievements
1136770,Full controller support
1136770,Steam Cloud
1136790,Single-player
1136790,Partial Controller Support
1136010,Multi-player
1136010,PvP
1136010,Online PvP
1136010,Steam Achievements
1136010,In-App Purchases
1136010,Steam Leaderboards
1136020,Single-player
1136020,Multi-player
1136020,PvP
1136020,Online PvP
1136020,Shared/Split Screen PvP
1136020,Co-op
1136020,Online Co-op
1136020,Shared/Split Screen Co-op
1136020,Shared/Split Screen
1136020,Steam Achievements
1136020,Full controller support
1136020,Steam Cloud
1136020,Remote Play Together
1136030,Single-player
1136030,Steam Achievements
1136030,Stats
1136040,Single-player
1136040,Steam Achievements
1136040,Steam Cloud
1136070,Single-player
1136070,Steam Achievements
1136070,Full controller support
1136070,Steam Cloud
1136080,Single-player
1136080,Multi-player
1136080,Co-op
1136080,Shared/Split Screen Co-op
1136080,Partial Controller Support
1136080,Remote Play Together
1132080,Single-player
1132080,Steam Achievements
1132090,Single-player
1132100,Single-player
1132100,Steam Achievements
1132100,Captions available
1132100,Steam Cloud
1132110,Single-player
1132120,Single-player
1132160,Single-player
1132160,Steam Cloud
1132180,Single-player
1132180,Steam Achievements
1132180,Partial Controller Support
1132190,Single-player
1132190,Steam Achievements
1132190,Steam Cloud
1132210,Multi-player
1132210,MMO
1132210,PvP
1132210,Online PvP
1132210,Co-op
1132210,Online Co-op
1132220,Single-player
1132220,Partial Controller Support
1132230,Single-player
1132230,Partial Controller Support
1132290,Single-player
1132290,Steam Achievements
1132290,Partial Controller Support
1132290,Steam Cloud
1132300,Single-player
1132300,Multi-player
1132300,PvP
1132300,Shared/Split Screen PvP
1132300,Shared/Split Screen
1132300,Full controller support
1132300,Remote Play Together
1132410,Single-player
1132410,Steam Achievements
1132410,Steam Cloud
1132450,ategorie
1132460,Single-player
1132460,Steam Achievements
1132480,Single-player
1132480,Partial Controller Support
1132490,Single-player
1132510,Single-player
1132510,Steam Achievements
1132510,Full controller support
1132510,Steam Cloud
1132530,Single-player
1132530,Multi-player
1132530,Co-op
1132530,Online Co-op
1131530,Single-player
1131540,Single-player
1131570,Single-player
1131580,Single-player
1131580,Full controller support
1131580,Steam Cloud
1131590,Single-player
1131590,Multi-player
1131590,PvP
1131590,Online PvP
1131590,Shared/Split Screen PvP
1131590,Co-op
1131590,Online Co-op
1131590,Shared/Split Screen Co-op
1131590,Cross-Platform Multiplayer
1131590,In-App Purchases
1131590,Includes level editor
1131590,Remote Play Together
1131640,Single-player
1131640,Steam Achievements
1131640,Steam Cloud
1131650,Single-player
1131650,Multi-player
1131650,PvP
1131650,Online PvP
1131650,Steam Achievements
1131650,Partial Controller Support
1131650,Stats
1131660,Single-player
1131670,Single-player
1131670,Steam Achievements
1131680,Single-player
1131680,Partial Controller Support
1131690,Single-player
1131690,Multi-player
1131690,PvP
1131690,Shared/Split Screen PvP
1131690,Co-op
1131690,Shared/Split Screen Co-op
1131690,Shared/Split Screen
1131690,Full controller support
1131690,Remote Play Together
1131720,Multi-player
1131720,PvP
1131720,Online PvP
1131720,Co-op
1131720,Online Co-op
1131720,Steam Achievements
1131720,In-App Purchases
1131720,Stats
1131720,Steam Leaderboards
1131740,Single-player
1131750,Single-player
1131750,Partial Controller Support
1131780,Single-player
1131780,Steam Achievements
1131780,Partial Controller Support
1131790,Single-player
1131790,Steam Achievements
1131790,Full controller support
1131790,Stats
1131790,Steam Leaderboards
1131800,Single-player
1131800,Steam Achievements
1131800,Full controller support
1131800,Steam Cloud
1131810,Single-player
1131810,Steam Achievements
1131820,Single-player
1131830,Single-player
1131830,Partial Controller Support
1131840,Single-player
1131840,Multi-player
1131840,Co-op
1131840,Shared/Split Screen Co-op
1131840,Shared/Split Screen
1131840,Remote Play Together
1131870,Single-player
1131870,Multi-player
1131870,Co-op
1131870,Shared/Split Screen Co-op
1131870,Shared/Split Screen
1131870,Steam Achievements
1131870,Remote Play Together
1131880,Single-player
1131880,Partial Controller Support
1131900,Single-player
1131940,Single-player
1131960,Single-player
1131990,Single-player
1131990,Steam Achievements
1126510,Single-player
1126510,Partial Controller Support
1126520,Single-player
1126550,Single-player
1126560,In-App Purchases
1126570,In-App Purchases
1126580,Single-player
1126580,Multi-player
1126580,Co-op
1126580,Shared/Split Screen Co-op
1126580,Shared/Split Screen
1126580,Remote Play Together
1126590,Single-player
1126590,Multi-player
1126590,PvP
1126590,Shared/Split Screen PvP
1126590,Co-op
1126590,Shared/Split Screen Co-op
1126590,Shared/Split Screen
1126590,Partial Controller Support
1126590,Remote Play Together
1126600,Single-player
1126600,Steam Achievements
1126600,Full controller support
1126600,Commentary available
1126630,Single-player
1126640,Single-player
1126640,Steam Achievements
1126640,Partial Controller Support
1126680,Single-player
1126680,Steam Achievements
1126700,Single-player
1126710,Single-player
1126710,Steam Achievements
1126710,Partial Controller Support
1126750,Single-player
1126750,Multi-player
1126750,PvP
1126750,Shared/Split Screen PvP
1126750,Shared/Split Screen
1126750,Full controller support
1126750,Steam Trading Cards
1126750,Steam Cloud
1126750,Steam Leaderboards
1126750,Remote Play Together
1126760,Single-player
1126760,Steam Achievements
1126760,Steam Workshop
1126760,Steam Cloud
1126770,Single-player
1126820,Single-player
1126820,Steam Achievements
1126840,Single-player
1126840,Steam Achievements
1126850,Multi-player
1126850,PvP
1126850,Online PvP
1126860,Single-player
1126890,Single-player
1126890,Steam Achievements
1126890,Steam Cloud
1126890,Steam Leaderboards
1126900,Single-player
1126900,Partial Controller Support
1126900,Steam Cloud
1126950,Single-player
1126970,Single-player
1126970,Multi-player
1126970,PvP
1126970,Online PvP
1126970,Shared/Split Screen PvP
1126970,Co-op
1126970,Online Co-op
1126970,Shared/Split Screen Co-op
1126970,Shared/Split Screen
1126970,Remote Play Together
1126020,Single-player
1126020,Partial Controller Support
1126030,Single-player
1126040,Single-player
1126040,Steam Achievements
1126060,Single-player
1126070,Single-player
1126070,Steam Achievements
1126070,Full controller support
1126070,Steam Leaderboards
1126090,Single-player
1126100,Single-player
1126100,Multi-player
1126100,PvP
1126100,Online PvP
1126100,Co-op
1126100,Online Co-op
1126120,ategorie
1126130,Single-player
1126130,Partial Controller Support
1126140,Single-player
1126140,Shared/Split Screen PvP
1126140,Full controller support
1126140,Captions available
1126190,Single-player
1126190,Steam Achievements
1126190,Full controller support
1126210,Single-player
1126210,Full controller support
1126220,Single-player
1126230,Single-player
1126240,Single-player
1126240,Steam Achievements
1126240,Full controller support
1126240,Steam Cloud
1126260,Single-player
1126260,Steam Achievements
1126270,Single-player
1126270,Full controller support
1126280,Single-player
1126300,Single-player
1126300,Steam Achievements
1126300,Steam Cloud
1126310,Single-player
1126310,Steam Achievements
1126340,Single-player
1122680,Single-player
1122680,Steam Achievements
1122680,Full controller support
1122690,Single-player
1122690,Steam Achievements
1122690,Full controller support
1122710,Single-player
1122710,Steam Achievements
1122710,Stats
1122720,Single-player
1122720,Steam Achievements
1122720,Full controller support
1122720,Steam Cloud
1122720,Remote Play on Phone
1122720,Remote Play on Tablet
1122720,Remote Play on TV
1122740,Single-player
1122740,Steam Achievements
1122750,Single-player
1122750,Steam Achievements
1122760,Single-player
1122760,Steam Achievements
1122440,Single-player
1122450,Single-player
1122450,Steam Achievements
1122450,Partial Controller Support
1122450,Steam Cloud
1122460,Single-player
1122460,Full controller support
1122460,Steam Leaderboards
1122490,Single-player
1122510,Single-player
1122510,Steam Achievements
1122510,Steam Cloud
1122090,Single-player
1122100,Single-player
1122100,Steam Achievements
1122100,Full controller support
1122100,Steam Cloud
1122110,Single-player
1122120,Single-player
1122120,Steam Achievements
1122120,Steam Trading Cards
1122120,Steam Workshop
1122120,Steam Cloud
1122120,Includes level editor
1122150,Single-player
1122150,Steam Achievements
1122150,Full controller support
1122160,Single-player
1122170,Single-player
1122180,Single-player
1122180,Steam Achievements
1122210,Single-player
1122230,Single-player
1122240,Single-player
1122240,Partial Controller Support
1118310,Single-player
1118310,Multi-player
1118310,PvP
1118310,Online PvP
1118310,Shared/Split Screen PvP
1118310,Co-op
1118310,Online Co-op
1118310,Shared/Split Screen Co-op
1118310,Shared/Split Screen
1118310,Cross-Platform Multiplayer
1118310,Full controller support
1118310,Remote Play on Phone
1118310,Remote Play on Tablet
1118310,Remote Play on TV
1118310,Remote Play Together
1118320,Single-player
1118320,Multi-player
1118320,PvP
1118320,Shared/Split Screen PvP
1118320,Shared/Split Screen
1118320,Full controller support
1118320,Remote Play Together
1118350,Single-player
1118350,Steam Achievements
1118350,Partial Controller Support
1118380,ategorie
1118390,Single-player
1118410,Single-player
1118410,Steam Achievements
1118410,Full controller support
1118440,Single-player
1117880,Single-player
1117880,Steam Achievements
1117880,Full controller support
1117880,Steam Cloud
1117880,Steam Leaderboards
1117890,Single-player
1117890,Steam Achievements
1117890,Full controller support
1117900,Single-player
1117930,Single-player
1117930,Steam Achievements
1117930,Steam Cloud
1117970,Single-player
1117970,Steam Achievements
1117970,Partial Controller Support
1117970,Steam Cloud
1117980,Single-player
1117980,Steam Achievements
1117980,Partial Controller Support
1117980,Steam Cloud
1117990,Single-player
1117990,Steam Achievements
1117990,Partial Controller Support
1117990,Steam Cloud
1118000,Single-player
1118000,Partial Controller Support
1118030,Single-player
1118050,Single-player
1118050,Steam Achievements
1118100,Multi-player
1118100,PvP
1118100,Online PvP
1118100,Co-op
1118100,Online Co-op
1118110,Single-player
1117420,Single-player
1117420,Steam Achievements
1117420,Partial Controller Support
1117420,Steam Cloud
1117420,Steam Leaderboards
1117470,Single-player
1117480,Single-player
1117480,Steam Achievements
1117490,Single-player
1117500,Single-player
1117520,Multi-player
1117520,PvP
1117520,Shared/Split Screen PvP
1117520,Co-op
1117520,Shared/Split Screen Co-op
1117520,Shared/Split Screen
1117520,Includes level editor
1117520,Remote Play Together
1117560,Single-player
1117560,Steam Achievements
1117560,Stats
1117590,Single-player
1117600,Single-player
1117600,Steam Achievements
1117600,Full controller support
1117600,Stats
1117630,Single-player
1117630,Steam Trading Cards
1117660,Single-player
1117660,Steam Achievements
1117660,Full controller support
1117660,Steam Cloud
1117670,Single-player
1117670,Multi-player
1117670,PvP
1117670,Shared/Split Screen PvP
1117670,Co-op
1117670,Shared/Split Screen Co-op
1117670,Shared/Split Screen
1117670,Steam Achievements
1117670,Full controller support
1117670,Steam Cloud
1117670,Remote Play Together
1117680,Single-player
1117680,Steam Achievements
1117710,Single-player
1117710,Multi-player
1117710,PvP
1117710,Shared/Split Screen PvP
1117710,Full controller support
1117710,Remote Play Together
1117730,Single-player
1117760,Single-player
1117760,Steam Workshop
1117760,Steam Cloud
