name,appid,categories,genres,metacritic
41 Hours,1358020,['Single-player'],['Action'],'metacritic'
Shooting Arena VR,1358030,['Single-player'],"['Action', 'Casual', 'Early Access']",'metacritic'
Sanatorium Anthropocene Retreat,1358050,['Single-player'],"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",'metacritic'
Open Hexagon,1358090,"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support']","['Action', 'Indie', 'Early Access']",'metacritic'
Directional Isolation VR,1358100,['Single-player'],"['Adventure', 'Casual', 'Indie', 'Simulation']",'metacritic'
Zoo Economy,1358110,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Indie', 'Strategy', 'Early Access']",'metacritic'
Paws on the Sand,1358120,"['Single-player', 'Steam Achievements', 'Full controller support']","['Adventure', 'Indie', 'RPG']",'metacritic'
Cooking Simulator VR,1358140,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Casual', 'Indie', 'Simulation']",'metacritic'
Measurement Problem,1358150,"['Single-player', 'Partial Controller Support']","['Adventure', 'Indie']",'metacritic'
Gerrymander Madness: The Anti-Democracy VR Game,1358180,['Single-player'],"['Casual', 'Strategy']",'metacritic'
Conqueror 940 AD,1358260,['Single-player'],"['Casual', 'RPG', 'Simulation', 'Strategy', 'Early Access']",'metacritic'
The Benjamins,1358270,['Single-player'],['Simulation'],'metacritic'
Eco Warrior Simulator,1358300,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Action', 'Simulation']",'metacritic'
Corg of the Dead,1358320,"['Single-player', 'Full controller support']","['Action', 'Adventure']",'metacritic'
Stouthollow Tales,1358360,['Single-player'],"['Casual', 'Indie', 'RPG', 'Early Access']",'metacritic'
Gunboat,1357490,['Single-player'],"['Action', 'Simulation']",'metacritic'
Asterrunner,1357520,['Single-player'],"['Action', 'Casual']",'metacritic'
Altered Destiny,1357540,['Single-player'],['Adventure'],'metacritic'
Psi 5 Trading Co,1357550,['Single-player'],['Simulation'],'metacritic'
Guardians of Infinity: To Save Kennedy,1357570,['Single-player'],['Adventure'],'metacritic'
XF5700 Mantis Experimental Fighter,1357580,['Single-player'],"['Action', 'Adventure', 'Simulation']",'metacritic'
From Rust,1357590,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op']","['Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']",'metacritic'
Desktop Farm,1357610,['Single-player'],"['Casual', 'Indie', 'Simulation', 'Strategy']",'metacritic'
Olympic Boxing,1357640,"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Partial Controller Support', 'Steam Leaderboards']",['Sports'],'metacritic'
Picture Perfect,1357670,['Single-player'],"['Casual', 'Simulation']",'metacritic'
Excalibots,1357710,"['Single-player', 'Full controller support']","['Action', 'Adventure', 'Free to Play']",'metacritic'
战棋争霸,1357740,['Single-player'],"['Indie', 'Strategy']",'metacritic'
Box Factory,1357750,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",['Casual'],'metacritic'
Salthe,1357840,"['Single-player', 'Steam Achievements', 'Steam Cloud']",['Adventure'],'metacritic'
Metel - Horror Escape,1357870,['Single-player'],"['Action', 'Adventure', 'Indie', 'Early Access']",'metacritic'
Son of Aral,1357890,"['Single-player', 'Steam Achievements']","['Indie', 'Strategy', 'Early Access']",'metacritic'
Against The Moon: Prologue,1357040,"['Single-player', 'Steam Cloud']","['Adventure', 'Indie', 'RPG', 'Strategy']",'metacritic'
Button Soccer League,1357090,"['Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Remote Play Together']","['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",'metacritic'
Gassy Man,1357150,['Single-player'],"['Adventure', 'Early Access']",'metacritic'
Conjurer Andy's Repeatable Dungeon,1357190,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']","['Casual', 'Indie', 'Strategy']",'metacritic'
Zeko,1357200,"['Single-player', 'Steam Achievements']","['Casual', 'Indie']",'metacritic'
PogoChamp,1357220,"['Single-player', 'Partial Controller Support']","['Action', 'Indie', 'Early Access']",'metacritic'
Color Buster!,1357230,['Single-player'],['Casual'],'metacritic'
東方売春宿 ～Soap of Royal Road,1357250,"['Single-player', 'Steam Achievements']",['Simulation'],'metacritic'
Proto Cuckoo 64,1357270,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']","['Casual', 'Indie']",'metacritic'
Sheep Island,1357280,['Single-player'],['Simulation'],'metacritic'
SCP Outer Site,1357350,"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Full controller support', 'Steam Cloud']","['Action', 'Adventure', 'Free to Play', 'Indie', 'RPG', 'Simulation']",'metacritic'
Skydom,1357400,['Single-player'],"['Action', 'Adventure', 'Indie', 'RPG']",'metacritic'
Road Z : The Last Drive,1357410,"['Single-player', 'Steam Achievements', 'Full controller support']","['Action', 'Indie', 'Racing', 'Simulation']",'metacritic'
Guild of Darksteel,1356580,['Single-player'],"['Adventure', 'Indie']",'metacritic'
Hidden Expedition: The Price of Paradise Collector's Edition,1356610,['Single-player'],"['Adventure', 'Casual']",'metacritic'
My Creampie Heaven,1356710,"['Single-player', 'Steam Achievements']",['Casual'],'metacritic'
The Spectre Files: Deathstalker,1356760,"['Single-player', 'Steam Achievements']","['Adventure', 'Simulation']",'metacritic'
Exp Parasite,1356790,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","['Action', 'Indie']",'metacritic'
Keepers of the Trees,1356800,"['Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Remote Play Together']","['Action', 'Adventure', 'Casual', 'Free to Play']",'metacritic'
Stone it!,1356830,"['Single-player', 'Full controller support']","['Casual', 'Indie']",'metacritic'
Project Boost,1356860,['Single-player'],"['Action', 'Indie']",'metacritic'
Factory of Sweets,1356880,"['Single-player', 'Steam Achievements']","['Casual', 'Indie']",'metacritic'
Dangerous Zone,1356890,"['Single-player', 'Steam Achievements']","['Action', 'Casual', 'Indie']",'metacritic'
行云,1356940,"['Single-player', 'Steam Achievements', 'Partial Controller Support']","['Action', 'Adventure', 'Indie']",'metacritic'
Escape from Poalet ,1356970,['Single-player'],"['Adventure', 'Indie']",'metacritic'
Above the Stars,1357000,"['Single-player', 'Captions available']","['Action', 'Casual']",'metacritic'
完美电路 Electric Circuit,1357020,['Single-player'],"['Casual', 'Indie', 'Simulation', 'Strategy']",'metacritic'
Block Wizard,1434300,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Indie', 'Strategy']",'metacritic'
Insect Adventure Demo,1434340,"['Single-player', 'Full controller support']","['Action', 'Adventure']",'metacritic'
RagDoll MadDoll,1434470,['Single-player'],"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",'metacritic'
Zeltrus,1434550,"['Single-player', 'Steam Achievements']","['Adventure', 'Indie']",'metacritic'
Emberlight,1434620,"['Single-player', 'Steam Achievements', 'Partial Controller Support']",['Indie'],'metacritic'
Chesnakisnak,1433770,"['Single-player', 'Steam Achievements']",['Casual'],'metacritic'
Lawnmower Game: Racing,1433890,"['Single-player', 'Steam Achievements']","['Indie', 'Racing']",'metacritic'
Dragu's Puzzle Adventure,1433910,['Single-player'],['Adventure'],'metacritic'
Strong towers,1433930,['Single-player'],['Action'],'metacritic'
Adventure of Bears,1433940,"['Single-player', 'Partial Controller Support']","['Adventure', 'Casual', 'Indie', 'Simulation', 'Sports']",'metacritic'
Duck Life: Retro Pack,1433950,['Single-player'],"['Casual', 'Indie', 'Racing', 'Sports']",'metacritic'
Farm & Puzzle,1433980,['Single-player'],"['Adventure', 'Indie', 'Sports']",'metacritic'
Beyond The Thaw,1434010,"['Single-player', 'Steam Achievements', 'Full controller support']","['Adventure', 'Indie']",'metacritic'
My Empire,1434160,['Single-player'],['Strategy'],'metacritic'
Sunshine Manor Prologue,1434220,"['Single-player', 'Partial Controller Support']","['Action', 'Adventure', 'Indie', 'RPG']",'metacritic'
Level 20,1433430,"['Single-player', 'Full controller support']","['Action', 'Adventure', 'Indie', 'RPG']",'metacritic'
决奕Duel,1433460,"['Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Remote Play Together']","['Action', 'Indie']",'metacritic'
Death Circus,1433540,['Single-player'],"['Action', 'Adventure', 'Free to Play', 'Indie', 'RPG', 'Early Access']",'metacritic'
Car Detailing Simulator,1433570,['Single-player'],"['Casual', 'Indie', 'Racing', 'Simulation']",'metacritic'
Cybernetica: fallen city,1432930,['Single-player'],"['Action', 'Indie', 'Strategy']",'metacritic'
The Schizophrenic Dynasty of Müller,1433090,"['Single-player', 'Steam Achievements']","['Adventure', 'Indie', 'RPG']",'metacritic'
Alchemist Adventure Prologue,1433100,"['Single-player', 'Multi-player', 'Full controller support']","['Action', 'Adventure', 'Indie']",'metacritic'
PIXNAUTICRAFT,1433200,['Single-player'],"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",'metacritic'
Whiskey Island,1433240,['Single-player'],"['Casual', 'Indie', 'Early Access']",'metacritic'
Horror Movie Bingo,1433310,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen']","['Casual', 'Indie']",'metacritic'
Happy's Humble Burger Farm,1433330,['Single-player'],"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation']",'metacritic'
Panzer Arena Playtest,1432450,'categories','genres','metacritic'
Luminous Plume,1432480,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Full controller support', 'Remote Play Together']","['Action', 'Indie', 'RPG']",'metacritic'
The Sekimeiya: Spun Glass,1432500,"['Single-player', 'Full controller support']",['Adventure'],'metacritic'
狼牙传（Legendary Assassin）,1432570,"['Multi-player', 'MMO']","['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",'metacritic'
Chibits,1432590,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","['Action', 'Adventure']",'metacritic'
Royale Archer VR,1432610,"['Single-player', 'Steam Achievements']","['Action', 'Casual', 'Indie', 'Strategy']",'metacritic'
Aimi,1432620,"['Single-player', 'Partial Controller Support']","['Free to Play', 'Indie', 'RPG']",'metacritic'
Pretty Girls Mahjong Solitaire [GREEN],1432670,"['Single-player', 'Steam Achievements', 'Steam Cloud']",['Casual'],'metacritic'
Mechanic 8230,1432680,['Single-player'],"['Adventure', 'Indie']",'metacritic'
新魔剑（New Magic Sword）,1432710,"['Multi-player', 'MMO']","['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",'metacritic'
Chionophile,1432750,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",['Indie'],'metacritic'
A Confortable Burden,1432760,['Single-player'],['Indie'],'metacritic'
Farewell North,1432850,"['Single-player', 'Captions available', 'Partial Controller Support']","['Adventure', 'Indie']",'metacritic'
4Line,1432880,"['Single-player', 'Multi-player', 'PvP', 'Online PvP']","['Action', 'Strategy']",'metacritic'
Beach Girls,1432270,['Single-player'],"['Adventure', 'Casual', 'Indie', 'Simulation', 'Sports']",'metacritic'
Zodiac Angel,1432280,"['Single-player', 'Full controller support']","['Action', 'Indie']",'metacritic'
Spot The Dot,1432290,['Single-player'],"['Casual', 'Indie']",'metacritic'
Look and Find - Curiosity,1432310,['Single-player'],"['Casual', 'Indie']",'metacritic'
Hentai Nureta Puzzle Power Girls,1432330,['Single-player'],"['Casual', 'Indie']",'metacritic'
Loveland,1432340,"['Single-player', 'Steam Achievements', 'Captions available', 'Steam Cloud']","['Indie', 'Simulation']",'metacritic'
Hentai Nureta Puzzle Student Edition,1432350,['Single-player'],"['Casual', 'Indie']",'metacritic'
Lichenvale,1432380,['Single-player'],"['Action', 'Indie']",'metacritic'
Sonority,1432390,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","['Adventure', 'Indie']",'metacritic'
Puppets Party,1431910,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Remote Play Together']","['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'Sports', 'Strategy']",'metacritic'
Timeline Traveler II: Dream,1432000,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy', 'Early Access']",'metacritic'
Cybercube battle,1431620,['Single-player'],"['Action', 'Casual', 'Indie']",'metacritic'
Gallic Wars: Battle Simulator Prologue,1431630,['Single-player'],"['Simulation', 'Strategy']",'metacritic'
fEarth.128: An Unexpected Walk,1431730,"['Single-player', 'Steam Achievements']","['Adventure', 'Indie']",'metacritic'
The Henchmen,1431750,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Captions available', 'Remote Play Together']","['Action', 'Indie']",'metacritic'
JungleKnight,1431770,['Single-player'],"['Adventure', 'Casual', 'Free to Play', 'Indie', 'Strategy']",'metacritic'
The Black Heart,1431780,"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Full controller support', 'Remote Play Together']","['Action', 'Adventure', 'Indie', 'Early Access']",'metacritic'
剑与羁绊,1431790,"['Single-player', 'Partial Controller Support']","['Adventure', 'Casual', 'RPG', 'Simulation']",'metacritic'
Murder by Moonlight - Call of the Wolf,1431840,['Single-player'],['Casual'],'metacritic'
LongPath,1431150,"['Single-player', 'Full controller support']","['Adventure', 'Indie', 'Early Access']",'metacritic'
DON'T WAKE THE NIGHT,1431180,"['Single-player', 'Steam Achievements']",['Indie'],'metacritic'
Bunny's Trail,1431190,"['Single-player', 'Steam Achievements', 'Partial Controller Support']","['Casual', 'Early Access']",'metacritic'
MahJong - Medieval Fantasy,1431210,['Single-player'],"['Casual', 'Indie', 'RPG', 'Strategy']",'metacritic'
"10mg: SLASHER, Interrupted",1431220,['Single-player'],"['Casual', 'Indie', 'RPG', 'Simulation']",'metacritic'
ThrustWorks,1431370,['Single-player'],"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",'metacritic'
Mage World - The magical platformer,1431380,"['Single-player', 'Partial Controller Support']","['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']",'metacritic'
Mythos Ever After: A Cthulhu Dating Sim,1431470,"['Single-player', 'Steam Achievements']","['Adventure', 'Indie']",'metacritic'
Mine Crazy: The Korean Grinder,1430740,['Single-player'],"['Casual', 'Indie', 'RPG', 'Simulation']",'metacritic'
Blacksmith Legends,1430750,'categories',"['Casual', 'RPG', 'Simulation', 'Strategy', 'Early Access']",'metacritic'
Aquarist,1430760,['Single-player'],"['Casual', 'Indie', 'Simulation']",'metacritic'
Monstermonger,1430820,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Stats', 'Steam Leaderboards', 'Remote Play Together']","['Casual', 'Indie', 'Strategy', 'Early Access']",'metacritic'
Space Love Delta,1430980,['Single-player'],"['Casual', 'Indie', 'Simulation']",'metacritic'
Blurple Food Wars,1431020,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']","['Action', 'Casual', 'Early Access']",'metacritic'
Golazo! Soccer League,1431040,"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Remote Play Together']","['Casual', 'Sports']",'metacritic'
Space Empires III,1430200,['Single-player'],['Strategy'],'metacritic'
NetGunner,1430310,"['Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Full controller support', 'Remote Play Together']","['Action', 'Free to Play']",'metacritic'
Boom Face,1430320,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Full controller support', 'Remote Play Together']","['Action', 'Indie']",'metacritic'
Zakumba Astraia: Prologue,1430350,"['Single-player', 'Full controller support']","['Action', 'Adventure', 'Free to Play', 'Indie', 'RPG']",'metacritic'
CBT With Yuuka Kazami,1430420,['Single-player'],['Casual'],'metacritic'
Vectro Blast,1429870,"['Single-player', 'Steam Leaderboards']","['Action', 'Indie']",'metacritic'
Apotheker,1429950,"['Single-player', 'Steam Achievements']","['Casual', 'Indie']",'metacritic'
Jump Again!,1430040,['Single-player'],"['Action', 'Adventure', 'Indie']",'metacritic'
Too Different,1430070,"['Single-player', 'Steam Cloud']","['Adventure', 'Casual', 'Indie', 'RPG']",'metacritic'
Fade,1430100,['Single-player'],"['Indie', 'RPG']",'metacritic'
Moving Letters,1430120,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","['Casual', 'Indie']",'metacritic'
Space Empires II,1430140,['Single-player'],['Strategy'],'metacritic'
The Fishery,1429300,"['Single-player', 'Steam Achievements']","['Casual', 'Indie', 'RPG', 'Simulation', 'Sports', 'Early Access']",'metacritic'
Mousebound,1429400,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","['Adventure', 'Casual', 'Indie', 'Early Access']",'metacritic'
Hammer SandBox,1429440,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Workshop', 'Includes level editor']","['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']",'metacritic'
~府城少女~ 以妳為名的府城情書,1429610,['Single-player'],"['Casual', 'Indie', 'RPG', 'Simulation']",'metacritic'
HINGE: Episode 1,1429640,['Single-player'],"['Action', 'Adventure', 'RPG']",'metacritic'
Space Plane,1429680,"['Single-player', 'Full controller support']",['Indie'],'metacritic'
Animal Rescuer,1428780,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","['Action', 'Adventure', 'Indie', 'RPG']",'metacritic'
Wordle 3,1428820,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Casual', 'Indie', 'Simulation', 'Sports']",'metacritic'
Gravity (working title),1428920,"['Single-player', 'Full controller support', 'Captions available']",['Adventure'],'metacritic'
The Count of Monte Carlo,1428980,['Single-player'],['RPG'],'metacritic'
Siren Head: The Siren's Forest,1429100,"['Single-player', 'Steam Achievements']",['Indie'],'metacritic'
Prairie survival,1429160,['Single-player'],"['Action', 'Adventure', 'Indie', 'RPG']",'metacritic'
Gelldonia,1429210,"['Single-player', 'Multi-player', 'PvP', 'LAN PvP', 'Co-op', 'LAN Co-op']","['Action', 'Indie', 'RPG', 'Early Access']",'metacritic'
Tom Sawyer Survival ,1429220,"['Single-player', 'Steam Achievements', 'Full controller support']","['Adventure', 'Simulation']",'metacritic'
Robot Rogue,1429260,"['Single-player', 'Partial Controller Support']","['Indie', 'RPG', 'Strategy']",'metacritic'
Good puzzle: Animals,1428270,"['Single-player', 'Steam Achievements']","['Casual', 'Indie']",'metacritic'
Anime - Match The Memory,1428290,['Single-player'],"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",'metacritic'
Achievement Killer,1428320,"['Single-player', 'Steam Achievements']","['Casual', 'Indie']",'metacritic'
Virtual Escape: Digital World,1428340,"['Single-player', 'Full controller support']","['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",'metacritic'
Nuclear Last Darkness,1428420,['Single-player'],"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']",'metacritic'
Change the World,1428440,"['Single-player', 'Full controller support']","['Adventure', 'Casual', 'Indie']",'metacritic'
Stowaway,1428470,"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer']","['Action', 'Adventure', 'Casual', 'Indie', 'Strategy', 'Early Access']",'metacritic'
Mech Engineer,1428520,['Single-player'],"['Indie', 'Simulation', 'Strategy']",'metacritic'
Life with Mary,1428560,['Single-player'],"['Adventure', 'Casual', 'Indie']",'metacritic'
Quiet Valley,1428580,['Single-player'],"['Action', 'Adventure', 'Indie']",'metacritic'
Diamond hunt,1428630,['Single-player'],"['Action', 'Indie']",'metacritic'
SCRAPKRIEG,1428640,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Full controller support', 'Remote Play Together']","['Action', 'Casual', 'Indie']",'metacritic'
Abiko The Miko 2,1428680,"['Single-player', 'Partial Controller Support']","['Action', 'Adventure', 'Casual', 'Indie']",'metacritic'
The Tarnishing of Juxtia,1428710,"['Single-player', 'Steam Achievements', 'Full controller support']","['Action', 'Indie', 'RPG']",'metacritic'
求闻手账 ～ Gensokyo Recollection,1427810,['Single-player'],"['Adventure', 'Strategy', 'Early Access']",'metacritic'
Paradise Lust,1427860,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Adventure', 'Indie']",'metacritic'
Beat Me! - Puppetonia Tournament,1427880,"['Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Full controller support', 'In-App Purchases']","['Action', 'Casual', 'Free to Play', 'Indie']",'metacritic'
Blaston,1427890,"['Single-player', 'Multi-player', 'PvP', 'Online PvP']",['Action'],'metacritic'
Prince Of Wallachia,1428030,"['Single-player', 'Steam Achievements', 'Partial Controller Support']","['Action', 'Adventure']",'metacritic'
Gizmos: Spirit Of The Christmas,1428040,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']","['Casual', 'Indie', 'Strategy']",'metacritic'
Riding Seas,1428140,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Partial Controller Support']","['Action', 'Indie', 'Racing', 'Sports']",'metacritic'
Nosferatu's Butler,1428160,['Single-player'],"['Adventure', 'RPG']",'metacritic'
Miner Ultra Rag Smash,1427480,"['Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Remote Play on TV', 'Remote Play Together']","['Action', 'Casual', 'Indie', 'Sports']",'metacritic'
Caapora Adventure - Ojibe's Revenge,1427620,"['Single-player', 'Partial Controller Support']","['Adventure', 'Indie', 'RPG', 'Early Access']",'metacritic'
Sinistrous,1427740,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats']","['Adventure', 'RPG', 'Simulation']",'metacritic'
RoboSquare,1427760,"['Multi-player', 'PvP', 'Online PvP']","['Action', 'Casual', 'Indie', 'Massively Multiplayer', 'Sports', 'Early Access']",'metacritic'
Groove Bullet,1427770,"['Single-player', 'Steam Leaderboards']",['Action'],'metacritic'
A Marble's Muse,1427780,['Single-player'],"['Adventure', 'Indie', 'Simulation']",'metacritic'
Consequence,1427120,['Single-player'],"['Adventure', 'Indie']",'metacritic'
Among School Girls,1427140,"['Single-player', 'Steam Achievements']","['Adventure', 'Casual', 'Indie']",'metacritic'
The Episodic,1427150,['Single-player'],"['Action', 'Adventure', 'Indie']",'metacritic'
Apathy,1427250,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Leaderboards']","['Action', 'Adventure', 'Casual']",'metacritic'
Jiguland,1427290,['Single-player'],"['Adventure', 'RPG']",'metacritic'
Sky Journey - Jigsaw Landscapes,1427400,['Single-player'],"['Casual', 'Indie']",'metacritic'
Bloodland,1427420,"['Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'In-App Purchases']","['Action', 'Free to Play', 'Strategy', 'Early Access']",'metacritic'
Aveliana,1426740,['Single-player'],"['Action', 'Adventure', 'Indie']",'metacritic'
封神霸业,1426800,"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'In-App Purchases']","['Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']",'metacritic'
烽火攻城,1426810,"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'In-App Purchases']","['Casual', 'Free to Play', 'Massively Multiplayer', 'Strategy']",'metacritic'
Dune Mechanic : Survive The Steampunk Era,1426870,['Single-player'],['Simulation'],'metacritic'
Dread Nautical,1426900,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","['Indie', 'RPG']",'metacritic'
Heart of Dungeon,1426950,['Single-player'],"['Casual', 'Indie', 'RPG']",'metacritic'
Hidden Memory - Nature,1426980,['Single-player'],"['Casual', 'Indie']",'metacritic'
Anime - Space Sniper,1426990,"['Single-player', 'Steam Achievements']","['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']",'metacritic'
From Day To Day,1425990,['Single-player'],['Indie'],'metacritic'
Fractured,1426050,"['Multi-player', 'MMO', 'PvP', 'Online PvP']","['Action', 'Massively Multiplayer', 'RPG']",'metacritic'
Permanent Sleep 久宿,1426060,['Single-player'],"['Adventure', 'Indie', 'RPG']",'metacritic'
Re:Destiny,1426120,['Single-player'],"['Adventure', 'Casual', 'Indie', 'RPG']",'metacritic'
The Den of Worms,1426160,"['Single-player', 'Captions available']","['Adventure', 'Indie', 'RPG']",'metacritic'
Bloody Horde,1426190,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Partial Controller Support']","['Action', 'Indie', 'Early Access']",'metacritic'
It's Not About The End,1426230,"['Single-player', 'Steam Achievements']","['Adventure', 'Indie']",'metacritic'
Hello Puppets!,1426280,['Single-player'],['Adventure'],'metacritic'
Dee-6: Dice Defenders,1426310,['Single-player'],"['Indie', 'Simulation', 'Strategy']",'metacritic'
Mega Veg Man,1426330,"['Single-player', 'Steam Achievements']","['Action', 'Adventure']",'metacritic'
The Depths: Prehistoric Survival,1426350,"['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP']","['Adventure', 'Massively Multiplayer', 'Simulation', 'Strategy']",'metacritic'
Beat 'Em Up,1426400,"['Single-player', 'Steam Achievements', 'Full controller support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']",['Action'],'metacritic'
Fate of Kai,1426480,['Single-player'],"['Adventure', 'Casual', 'Indie']",'metacritic'
Who`s The Liar,1425550,"['Single-player', 'Steam Achievements', 'Full controller support']","['Indie', 'Strategy', 'Early Access']",'metacritic'
赤蛮奇的头头大冒险 ~ Sekibanki Head Adventure,1425620,['Single-player'],"['Adventure', 'Casual', 'Early Access']",'metacritic'
Minestrife,1425640,"['Single-player', 'Steam Achievements']",['Strategy'],'metacritic'
Eden's Lair,1425690,"['Single-player', 'Partial Controller Support']",['Action'],'metacritic'
Human Constructor VR,1425720,['Single-player'],['Simulation'],'metacritic'
Punhos de Repúdio,1425760,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Full controller support', 'Remote Play Together']","['Action', 'Indie']",'metacritic'
成仙,1425790,"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'In-App Purchases']","['Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']",'metacritic'
Halley's Dream,1425830,"['Single-player', 'Partial Controller Support']","['Adventure', 'Indie']",'metacritic'
Alchemania,1425840,"['Single-player', 'Steam Achievements']","['Casual', 'Indie']",'metacritic'
