name,appid,categories,genres,metacritic
9 Monkeys of Shaolin: Prologue,1425880,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Partial Controller Support', 'Steam Cloud']","['Action', 'Adventure', 'Free to Play', 'Indie']",'metacritic'
Crazy Engineer,1425920,['Single-player'],"['Action', 'Casual', 'Simulation', 'Strategy', 'Early Access']",'metacritic'
Mimir Studio,1425950,'categories',"['Indie', 'Utilities', 'Game Development']",'metacritic'
Clutter Evolution: Beyond Xtreme,1425120,['Single-player'],"['Casual', 'Indie']",'metacritic'
Until Last Breath,1425140,"['Single-player', 'Captions available']","['Action', 'Adventure']",'metacritic'
Humans Vs Ghouls,1425160,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Steam Cloud', 'Stats']","['Action', 'Free to Play', 'Indie']",'metacritic'
Car Jump,1425170,['Single-player'],['Racing'],'metacritic'
Vessels Of Decay,1425180,"['Single-player', 'Full controller support']","['Action', 'Adventure']",'metacritic'
Farm Mechanic Simulator,1425220,['Single-player'],"['Indie', 'Simulation']",'metacritic'
Gravity Field,1425250,"['Single-player', 'Steam Achievements']","['Action', 'Adventure', 'Indie']",'metacritic'
PAGO FOREST: TOWER DEFENSE,1425270,['Single-player'],['Strategy'],'metacritic'
Factorization,1425300,['Single-player'],"['Indie', 'Simulation', 'Strategy', 'Early Access']",'metacritic'
ARKADIANAX,1425360,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Remote Play Together']","['Action', 'Indie']",'metacritic'
10mg :),1425380,"['Single-player', 'Full controller support']","['Action', 'Casual', 'Indie']",'metacritic'
Eat or DIE!,1425390,"['Single-player', 'Steam Achievements', 'Partial Controller Support']","['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",'metacritic'
CosmoDreamer,1424630,"['Single-player', 'Partial Controller Support', 'Steam Cloud']",['Action'],'metacritic'
余烬,1424640,['Single-player'],"['Adventure', 'Casual', 'Indie', 'RPG']",'metacritic'
Flicker,1424650,['Single-player'],"['Action', 'Casual', 'Indie']",'metacritic'
The secret of the stone,1424700,['Single-player'],['Indie'],'metacritic'
Geneforge 1 - Mutagen,1424710,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Adventure', 'Indie', 'RPG', 'Strategy']",'metacritic'
Aery - Little Bird Adventure,1424770,"['Single-player', 'Steam Achievements']","['Adventure', 'Casual', 'Indie', 'Simulation']",'metacritic'
My Little Dog Adventure,1424780,"['Single-player', 'Steam Achievements']","['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",'metacritic'
Aery - Broken Memories,1424790,"['Single-player', 'Steam Achievements']","['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",'metacritic'
Hentai Vs Orcs,1424850,"['Single-player', 'Steam Achievements']","['Action', 'Adventure', 'Indie']",'metacritic'
Air Attack,1424900,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Remote Play Together']","['Action', 'Casual', 'Free to Play', 'Indie']",'metacritic'
Random(platformer),1424960,"['Single-player', 'Steam Cloud']","['Action', 'Casual', 'Indie']",'metacritic'
ForkJump,1425010,"['Single-player', 'Partial Controller Support']","['Adventure', 'Casual', 'Indie', 'Early Access']",'metacritic'
Cyberwinter,1425030,"['Single-player', 'Full controller support']","['Action', 'Indie']",'metacritic'
Space Empires I,1425110,['Single-player'],['Strategy'],'metacritic'
Brew & Brawl - Gnomes vs. Dwarves,1424270,"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Full controller support', 'Remote Play Together']",['Action'],'metacritic'
Jester / King,1424300,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Adventure', 'Casual', 'RPG', 'Simulation']",'metacritic'
Living in the Ending World,1424310,['Single-player'],"['Adventure', 'Casual', 'Indie', 'Simulation']",'metacritic'
Pillow Simulator,1424360,"['Single-player', 'Steam Achievements']","['Adventure', 'Indie', 'RPG', 'Simulation']",'metacritic'
Bunker Down,1424380,"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Full controller support', 'Remote Play Together']","['Action', 'Casual', 'Indie']",'metacritic'
Furniture World,1424400,"['Single-player', 'Steam Achievements', 'Full controller support']",['Simulation'],'metacritic'
Warchief,1424420,"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op']",['Strategy'],'metacritic'
Secret of The Lost Keys - Episode I: The Attack on Disred ,1424500,"['Single-player', 'Steam Achievements', 'Partial Controller Support']","['Action', 'Adventure']",'metacritic'
Astria,1424520,"['Single-player', 'Full controller support']","['Action', 'Adventure', 'Indie']",'metacritic'
自西徂东,1424610,['Single-player'],"['Casual', 'RPG']",'metacritic'
CUSTAM SUGOROKU,1423750,"['Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Partial Controller Support', 'Remote Play Together']",['Casual'],'metacritic'
Plague M.D.,1423780,['Single-player'],"['Adventure', 'Indie', 'Simulation']",'metacritic'
far fetched,1423790,"['Single-player', 'Steam Achievements', 'Full controller support']",['Adventure'],'metacritic'
Miner's Hell,1423820,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']","['Action', 'Adventure', 'Simulation']",'metacritic'
Cave Crawl,1423830,['Single-player'],"['Action', 'Indie']",'metacritic'
Grid Fight - Mask of the Goddess Prologue,1423880,"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Full controller support']","['Action', 'Indie', 'RPG', 'Strategy']",'metacritic'
Hunt the Lights,1423970,"['Single-player', 'Steam Achievements']","['Action', 'Casual', 'Indie']",'metacritic'
Streatham Hill Stories,1423980,"['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Partial Controller Support']","['Action', 'Massively Multiplayer']",'metacritic'
Slaves of Magic prelude,1424010,['Single-player'],"['Indie', 'RPG', 'Strategy']",'metacritic'
Wrath Of The Violent Vicar - Interactive Grindhouse Movie,1424020,['Single-player'],"['Action', 'Adventure', 'Indie', 'Simulation']",'metacritic'
Roads of Rome: New Generation 3 Collector's Edition,1424080,['Single-player'],"['Adventure', 'Casual', 'Simulation', 'Strategy']",'metacritic'
Synth Swinger,1424120,['Single-player'],"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']",'metacritic'
Forest Problems,1424140,"['Single-player', 'Steam Achievements']","['Adventure', 'Casual', 'Indie']",'metacritic'
Rock'n'Roll: Card Wargame,1423260,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements']","['Indie', 'Massively Multiplayer', 'Simulation', 'Strategy']",'metacritic'
NOeSIS-羽化,1423370,['Single-player'],"['Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation']",'metacritic'
The Cartesian Project,1423400,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Stats']","['Action', 'Indie', 'Racing']",'metacritic'
Zone of Death,1423410,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Remote Play Together']","['Action', 'Indie', 'Massively Multiplayer', 'Early Access']",'metacritic'
Sublunar,1423420,['Single-player'],"['Indie', 'Strategy']",'metacritic'
Secrets of a Campfire,1423480,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op']","['Free to Play', 'Indie', 'Simulation']",'metacritic'
Darklands:Awakening,1423500,['Single-player'],"['Action', 'Adventure', 'Indie']",'metacritic'
Air Gun Fighter,1423540,"['Single-player', 'Full controller support', 'Steam Leaderboards']","['Action', 'Simulation']",'metacritic'
Wardroid,1423590,['Single-player'],"['Adventure', 'Indie', 'RPG']",'metacritic'
Tales from Zilmurik,1423610,['Single-player'],['RPG'],'metacritic'
ExSpire,1423620,['Single-player'],"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",'metacritic'
DOGFIGHTER -WW2-,1423680,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Full controller support', 'In-App Purchases']","['Action', 'Massively Multiplayer', 'Simulation']",'metacritic'
Antiprism,1423720,['Single-player'],"['Action', 'Indie']",'metacritic'
Frisbee For Fun,1422880,"['Single-player', 'Steam Achievements']","['Casual', 'Indie', 'Sports', 'Strategy']",'metacritic'
Agent Klutz,1422910,['Single-player'],"['Action', 'Adventure', 'Indie', 'Racing']",'metacritic'
wonShot,1423060,"['Single-player', 'Steam Achievements', 'Partial Controller Support']","['Action', 'Casual']",'metacritic'
Monster Collector,1423090,['Single-player'],"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']",'metacritic'
Assimilate! (A Party Game),1423140,"['Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Remote Play Together']","['Casual', 'Indie', 'Strategy']",'metacritic'
Legacy - Witch Island 2,1423200,['Single-player'],"['Adventure', 'Casual', 'Indie']",'metacritic'
The Woodworker,1422360,"['Single-player', 'Partial Controller Support']","['Adventure', 'Indie', 'Simulation', 'Strategy']",'metacritic'
Witches x Warlocks,1422380,['Single-player'],"['Casual', 'Free to Play', 'Indie', 'Simulation']",'metacritic'
Divide & Conquer,1422520,"['Single-player', 'Multi-player', 'Steam Achievements']",['Strategy'],'metacritic'
云端之约,1422540,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Indie', 'RPG', 'Early Access']",'metacritic'
Hemp Co.,1422550,"['Single-player', 'Steam Achievements', 'Captions available', 'Steam Workshop', 'Steam Cloud']",['Simulation'],'metacritic'
Sekrets Of The Dungeon,1422580,"['Single-player', 'Steam Achievements', 'Partial Controller Support']","['Action', 'Adventure', 'Casual', 'Indie']",'metacritic'
Chick Invasion,1422600,"['Single-player', 'Steam Achievements', 'Full controller support', 'Captions available', 'Stats']","['Action', 'Adventure', 'Casual', 'Indie']",'metacritic'
Aurora,1422610,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Casual', 'Indie']",'metacritic'
Son Savaşçı,1422670,['Single-player'],"['Action', 'Adventure', 'Casual', 'Indie']",'metacritic'
Battle Sad Boy,1422680,"['Single-player', 'Steam Achievements']","['Action', 'Indie', 'Early Access']",'metacritic'
DIERY HEAVEN,1422740,['Single-player'],"['Casual', 'Simulation']",'metacritic'
Aery - Sky Castle,1422750,"['Single-player', 'Steam Achievements']","['Adventure', 'Casual', 'Indie', 'Simulation']",'metacritic'
Gizmos: Spooky Adventures,1422780,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']","['Casual', 'Indie', 'Strategy']",'metacritic'
门 The Door,1422790,['Single-player'],"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",'metacritic'
Adventure Minesweeper,1422810,"['Single-player', 'Steam Achievements']","['Casual', 'Indie']",'metacritic'
Hidden Shelter,1422820,"['Single-player', 'Steam Achievements']","['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",'metacritic'
Sentient Noir,1422020,"['Single-player', 'Partial Controller Support']","['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",'metacritic'
UOS Prototype,1422050,'categories',['Early Access'],'metacritic'
Oraiah,1422080,['Single-player'],"['Indie', 'Simulation', 'Strategy']",'metacritic'
Sink Again,1422090,['Single-player'],"['Action', 'Adventure', 'RPG', 'Strategy', 'Early Access']",'metacritic'
SimRail - The Railway Simulator,1422130,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Partial Controller Support', 'Stats']",['Simulation'],'metacritic'
PP Puncher,1422150,"['Single-player', 'Steam Achievements']","['Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access']",'metacritic'
Fuzz Force: Spook Squad,1422190,['Single-player'],"['Adventure', 'Casual', 'Indie', 'RPG']",'metacritic'
Rev,1422200,"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Full controller support', 'Remote Play Together']","['Casual', 'Indie', 'Strategy']",'metacritic'
Throw Me in the River,1422210,"['Single-player', 'Partial Controller Support', 'Commentary available']","['Casual', 'Indie']",'metacritic'
Sex Simulator 2020,1422240,"['Single-player', 'Steam Achievements']","['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",'metacritic'
The Last Element: Looking For Tomorrow,1422260,"['Single-player', 'Steam Achievements', 'Steam Leaderboards']",['Racing'],'metacritic'
IWOCon 2020,1422300,"['Single-player', 'Steam Achievements', 'Full controller support']","['Adventure', 'Casual', 'Free to Play']",'metacritic'
Secret of Harrow Manor 2,1421310,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer']","['Action', 'Adventure', 'Indie']",'metacritic'
Eternal Abyss,1421420,['Single-player'],"['Adventure', 'Casual', 'Indie', 'Strategy']",'metacritic'
Stars Force,1421630,"['Single-player', 'Steam Achievements']","['Action', 'Indie']",'metacritic'
Panmorphia,1421690,"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Adventure', 'Casual', 'Indie']",'metacritic'
CyberTaxi,1420850,['Single-player'],"['Action', 'Indie', 'Racing', 'Simulation']",'metacritic'
Deception,1420860,"['Single-player', 'Steam Achievements', 'Full controller support']","['Adventure', 'Indie']",'metacritic'
Spinning_Kid,1420950,"['Single-player', 'Steam Achievements']","['Action', 'Adventure', 'Casual', 'Indie']",'metacritic'
Hentai Milf Quiz 3,1420960,"['Single-player', 'Steam Achievements']","['Casual', 'Indie']",'metacritic'
Fantasy Heroes 2,1420970,"['Single-player', 'Partial Controller Support']","['Adventure', 'Casual', 'RPG']",'metacritic'
Infected zone 2,1420980,['Single-player'],"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']",'metacritic'
Creepy Girls,1420990,"['Single-player', 'Steam Achievements']","['Action', 'Adventure', 'Indie']",'metacritic'
Simple FPS Aim Trainer,1421020,['Single-player'],"['Action', 'Casual', 'Indie', 'Simulation']",'metacritic'
Montezuma's Revenge,1421120,"['Single-player', 'Full controller support']","['Action', 'Adventure']",'metacritic'
Gunjump Before Dinner,1421130,"['Single-player', 'Partial Controller Support']",['Action'],'metacritic'
Security Agency Simulator,1421190,['Single-player'],"['Action', 'RPG', 'Simulation']",'metacritic'
BUGWORLD:ONLINE,1421280,"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Partial Controller Support']","['Action', 'Adventure', 'Massively Multiplayer', 'Simulation', 'Early Access']",'metacritic'
Fret Smasher,1420420,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Full controller support', 'Remote Play Together']",['Casual'],'metacritic'
Beyond The Shadow,1420490,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Full controller support']","['Action', 'Adventure', 'Indie']",'metacritic'
Usurper,1420510,"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Full controller support', 'Remote Play Together']","['Action', 'Indie', 'RPG']",'metacritic'
CATch the Stars,1420540,"['Single-player', 'Steam Achievements']",['Casual'],'metacritic'
Daikaiju Daikessen: Versus,1420580,"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Remote Play Together']","['Action', 'Free to Play', 'Indie', 'Early Access']",'metacritic'
Boundary: Benchmark,1420640,['Partial Controller Support'],['Utilities'],'metacritic'
Project Ultra,1420690,['Single-player'],"['Adventure', 'Indie', 'Early Access']",'metacritic'
无名录,1420720,"['Single-player', 'Partial Controller Support']","['Casual', 'Free to Play', 'Indie', 'Strategy']",'metacritic'
Save the Planet,1420730,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']","['Action', 'Indie']",'metacritic'
Helix Slider,1420060,"['Single-player', 'Full controller support']","['Action', 'Casual', 'Free to Play', 'Indie']",'metacritic'
Skate Forever,1420100,"['Single-player', 'Steam Achievements']",['Indie'],'metacritic'
Paranormal Stories,1420160,['Single-player'],"['Casual', 'Indie']",'metacritic'
Let's Learn Japanese! Kanji Sudoku,1420320,['Single-player'],"['Casual', 'Indie']",'metacritic'
